shipment_id,shipment_date,origin_region,destination_region,equipment_type,weight_lbs,cubic_feet,lead_time_hours,num_carrier_bids,lane_volume,winning_bid_price
SHP-122122,2025-02-05 00:00:00,NW-1,MW-1,Sprinter Van,937.6,10.1,2.9,3.0,64,1440.5
SHP-103856,2024-03-10 00:00:00,SE-3,SE-1,Sprinter Van,862.8,3.1,16.5,7.0,87,299.89
SHP-117094,2024-11-05 00:00:00,SC-1,NE-3,Small Straight,1935.3,13.7,19.2,6.0,119,1997.59
SHP-113855,2024-09-08 00:00:00,SC-1,WC-3,Cargo Van,414.5,3.6,19.9,2.0,108,533.57
SHP-115169,2024-10-02 00:00:00,WC-3,SC-1,Large Straight,677.5,6.4,3.6,2.0,83,2084.38
SHP-124677,2025-03-24 00:00:00,WC-1,NW-1,Small Straight,749.3,6.2,7.0,4.0,28,424.74
SHP-100975,2024-01-19 00:00:00,SE-1,NE-1,Tractor Trailer,2294.6,16.1,2.8,3.0,278,806.1490264142079
SHP-127505,2025-05-14 00:00:00,MW-1,WC-2,Small Straight,1060.1,7.5,21.8,7.0,177,878.9
SHP-108194,2024-05-27 00:00:00,MW-1,SC-2,Sprinter Van,305.5,2.8,11.7,6.0,225,432.94
SHP-111907,2024-08-04 00:00:00,MW-1,NW-1,Large Straight,1156.8,12.2,4.8,1.0,73,2555.83
SHP-103283,2024-02-29 00:00:00,SC-1,WC-1,Small Straight,462.6,4.0,21.4,2.0,193,645.07
SHP-123111,2025-02-24 00:00:00,SE-1,WC-3,Cargo Van,1100.6,7.0,19.0,5.0,98,875.44
SHP-126240,2025-04-21 00:00:00,SE-1,NE-3,Small Straight,1148.2,6.3,11.7,3.0,115,1092.54
SHP-122270,2025-02-08 00:00:00,SC-2,SC-1,Sprinter Van,564.5,5.8,5.4,2.0,138,367.8
SHP-127015,2025-05-04 00:00:00,MW-1,SW-2,Flatbed,1213.4,10.7,2.3,3.0,105,2646.26
SHP-128137,2025-05-25 00:00:00,SE-1,WC-3,Large Straight,2975.6,26.0,23.4,5.0,98,1344.1833427996703
SHP-104537,2024-03-22 00:00:00,SW-1,MW-1,Large Straight,346.5,2.7,15.4,7.0,191,698.06
SHP-103311,2024-02-29 00:00:00,SW-2,SC-1,Sprinter Van,1634.7,21.6,4.5,5.0,74,850.48
SHP-102136,2024-02-08 00:00:00,NE-1,CN-1,Sprinter Van,331.1,2.4,8.0,2.0,88,465.51
SHP-102888,2024-02-21 00:00:00,SC-1,WC-1,Cargo Van,149.9,1.6,8.1,4.0,193,401.1
SHP-330010,2024-10-22 00:00:00,SC-1,SC-1,Cargo Van,134.7,3.1,2.3,1.0,4,106.45
SHP-127448,2025-05-13 00:00:00,NE-1,WC-1,Cargo Van,129.8,1.0,3.2,2.0,225,983.76
SHP-119778,2024-12-24 00:00:00,SE-2,SE-1,Small Straight,1117.8,9.3,29.3,8.0,136,351.01
SHP-114840,2024-09-26 00:00:00,SE-1,WC-3,Sprinter Van,602.3,4.9,23.9,7.0,98,844.52
SHP-118732,2024-12-05 00:00:00,SW-1,SC-2,Small Straight,796.8,4.6,4.0,3.0,106,741.89
SHP-107107,2024-05-07 00:00:00,SE-1,SE-3,Sprinter Van,586.3,4.9,15.5,5.0,100,239.67
SHP-111858,2024-08-03 00:00:00,WC-3,SW-1,Sprinter Van,369.3,2.7,46.6,8.0,44,403.14
SHP-108047,2024-05-24 00:00:00,NE-1,SE-2,Small Straight,2757.8,13.4,48.2,8.0,197,931.28
SHP-125503,2025-04-08 00:00:00,SE-1,SC-1,Large Straight,569.3,6.2,2.6,4.0,220,1051.07
SHP-125037,2025-03-31 00:00:00,MW-1,WC-2,Small Straight,2340.8,19.1,13.5,4.0,177,1537.5
SHP-112764,2024-08-20 00:00:00,WC-2,CN-1,Sprinter Van,262.7,1.7,3.0,5.0,28,640.59
SHP-102427,2024-02-13 00:00:00,NW-1,SE-1,Large Straight,848.7,4.6,8.8,4.0,43,1728.75
SHP-124499,2025-03-21 00:00:00,WC-1,NE-1,Sprinter Van,245.9,2.4,48.0,5.0,198,658.11
SHP-107751,2024-05-19 00:00:00,WC-1,SE-2,Large Straight,642.1,4.6,31.7,9.0,127,1865.11
SHP-129836,2025-06-26 00:00:00,SE-1,NE-2,Small Straight,4055.0,31.1,20.1,4.0,167,1332.27
SHP-102299,2024-02-11 00:00:00,SE-3,WC-1,Small Straight,1365.9,9.8,8.4,5.0,69,1818.14
SHP-110338,2024-07-05 00:00:00,SE-3,SE-1,Small Straight,1469.4,10.9,13.7,1.0,87,635.01
SHP-112057,2024-08-07 00:00:00,MW-1,NE-3,Small Straight,1782.5,18.4,16.4,2.0,159,1014.0
SHP-114471,2024-09-19 00:00:00,CN-2,SE-3,Large Straight,656.5,4.3,3.0,3.0,21,1354.91
SHP-104159,2024-03-16 00:00:00,MW-3,SC-1,Small Straight,2653.2,32.0,14.5,9.0,70,1168.04
SHP-108548,2024-06-02 00:00:00,MW-1,NE-3,Cargo Van,514.1,4.6,7.2,3.0,159,695.91
SHP-120167,2024-12-31 00:00:00,SC-1,SE-2,Large Straight,940.3,7.1,22.2,6.0,177,936.46
SHP-124325,2025-03-18 00:00:00,SC-2,WC-1,Small Straight,901.2,5.2,20.3,4.0,120,832.3
SHP-113066,2024-08-25 00:00:00,SW-1,WC-3,Reefer,1762.7,15.4,23.5,6.0,40,2041.07
SHP-116190,2024-10-21 00:00:00,MW-2,MW-1,Large Straight,1932.4,13.4,30.7,6.0,274,626.65
SHP-129566,2025-06-21 00:00:00,SE-3,NE-3,Flatbed,966.3,8.1,29.1,7.0,53,1044.74
SHP-128521,2025-06-01 00:00:00,WC-3,SW-1,Small Straight,1987.4,13.5,14.5,3.0,44,1209.32
SHP-125198,2025-04-03 00:00:00,SC-1,NE-1,Large Straight,1902.1,13.8,5.0,5.0,274,3282.26
SHP-118148,2024-11-24 00:00:00,SW-1,MW-2,Sprinter Van,894.8,9.1,4.5,2.0,127,1534.04
SHP-115554,2024-10-09 00:00:00,SE-3,CN-1,Cargo Van,181.8,1.2,6.9,2.0,33,648.51
SHP-112069,2024-08-07 00:00:00,SE-2,NE-1,Cargo Van,249.9,1.7,5.0,4.0,180,445.15
SHP-114111,2024-09-13 00:00:00,SW-1,NE-1,Small Straight,949.4,12.5,23.6,3.0,130,1363.11
SHP-102116,2024-02-07 00:00:00,MW-1,NE-2,Cargo Van,84.8,1.0,4.3,2.0,271,327.72
SHP-127310,2025-05-10 00:00:00,WC-1,NE-3,Large Straight,591.3,4.1,6.9,1.0,81,2329.31
SHP-101118,2024-01-21 00:00:00,SE-1,SE-2,Cargo Van,88.4,1.0,23.7,3.0,171,168.26
SHP-118405,2024-11-29 00:00:00,NE-1,SE-1,Small Straight,1325.0,14.1,23.9,4.0,262,1078.93
SHP-420002,2024-05-20 00:00:00,MW-1,SE-1,Small Straight,3951.9,21.1,19.3,4.0,189,1250.0
SHP-110153,2024-07-02 00:00:00,NE-1,SW-2,Sprinter Van,767.3,7.0,15.6,1.0,81,970.35
SHP-110565,2024-07-10 00:00:00,WC-1,NE-1,Sprinter Van,537.4,3.8,26.9,9.0,198,828.65
SHP-102859,2024-02-21 00:00:00,NE-3,SE-3,Cargo Van,88.0,1.0,40.8,6.0,42,210.21
SHP-109080,2024-06-13 00:00:00,SE-2,SC-2,Sprinter Van,298.5,2.6,16.4,4.0,104,297.28
SHP-103592,2024-03-05 00:00:00,MW-3,MW-2,Large Straight,850.1,6.0,12.7,2.0,66,439.56
SHP-116610,2024-10-28 00:00:00,SE-3,MW-1,Cargo Van,358.2,2.3,15.5,9.0,127,415.83
SHP-113996,2024-09-11 00:00:00,SC-2,SW-2,Small Straight,1094.3,10.3,4.6,3.0,55,1031.91
SHP-109467,2024-06-20 00:00:00,SC-2,NE-1,Small Straight,3990.6,28.7,12.8,4.0,179,2286.28
SHP-102127,2024-02-07 00:00:00,NE-3,SC-1,Small Straight,3071.0,13.1,5.3,3.0,111,2699.56
SHP-120308,2025-01-03 00:00:00,MW-2,SW-1,Large Straight,718.6,4.8,23.9,2.0,117,982.93
SHP-124971,2025-03-30 00:00:00,NE-1,SC-1,Cargo Van,508.3,4.0,3.8,2.0,274,1022.22
SHP-120905,2025-01-14 00:00:00,SC-2,MW-2,Large Straight,1891.9,18.4,17.7,5.0,109,1145.36
SHP-110656,2024-07-11 00:00:00,MW-1,WC-1,Small Straight,1827.3,9.6,20.9,4.0,247,1159.42
SHP-129533,2025-06-20 00:00:00,SW-2,MW-1,Large Straight,1436.0,9.1,4.6,6.0,100,2238.41
SHP-120986,2025-01-15 00:00:00,SC-1,NE-1,Cargo Van,149.7,1.3,6.1,2.0,274,476.71
SHP-101324,2024-01-24 00:00:00,CN-1,SE-3,Small Straight,1216.0,8.5,21.3,12.0,19,859.75
SHP-111360,2024-07-24 00:00:00,WC-3,NE-3,Small Straight,1538.1,10.5,3.1,3.0,42,2948.73
SHP-122918,2025-02-20 00:00:00,MW-1,SC-1,Small Straight,890.1,5.3,46.3,10.0,372,399.95
SHP-114050,2024-09-12 00:00:00,SW-2,SC-1,Large Straight,1111.7,4.8,47.0,6.0,74,581.34
SHP-110792,2024-07-14 00:00:00,SC-1,SC-2,Cargo Van,299.8,1.0,22.1,5.0,168,219.76
SHP-103912,2024-03-11 00:00:00,NE-1,WC-1,Large Straight,1231.6,9.0,9.0,6.0,225,2739.21
SHP-128115,2025-05-25 00:00:00,MW-1,WC-1,Large Straight,2008.5,14.5,12.4,4.0,247,2196.55
SHP-121712,2025-01-28 00:00:00,SC-1,SC-2,Sprinter Van,518.2,3.3,7.7,2.0,168,333.01
SHP-117607,2024-11-15 00:00:00,MW-1,SC-1,Cargo Van,122.1,1.0,41.9,6.0,372,307.54
SHP-111804,2024-08-02 00:00:00,CN-2,SC-1,Large Straight,4387.8,27.6,23.9,8.0,47,2928.25
SHP-114266,2024-09-16 00:00:00,NW-1,WC-2,Cargo Van,375.0,2.7,2.5,2.0,16,376.01
SHP-114807,2024-09-25 00:00:00,SC-1,WC-3,Large Straight,1785.2,14.3,18.0,6.0,108,1741.12
SHP-125429,2025-04-07 00:00:00,SW-1,NE-2,Large Straight,1977.4,16.2,7.1,5.0,100,2894.58
SHP-104550,2024-03-22 00:00:00,SC-2,MW-2,Small Straight,992.9,7.6,8.8,4.0,109,678.19
SHP-101716,2024-01-31 00:00:00,NE-1,SE-2,Small Straight,474.3,2.1,6.7,4.0,197,594.34
SHP-120300,2025-01-02 00:00:00,SC-1,MW-2,Small Straight,1729.6,13.8,2.7,2.0,181,1238.9
SHP-126141,2025-04-19 00:00:00,SE-1,NE-1,Sprinter Van,619.0,6.8,41.9,7.0,278,421.69
SHP-110405,2024-07-06 00:00:00,NE-2,NE-1,Sprinter Van,60.8,1.0,4.2,3.0,233,253.72
SHP-122992,2025-02-21 00:00:00,NE-1,NW-1,Small Straight,1188.7,3.9,18.8,6.0,55,1460.45
SHP-115519,2024-10-09 00:00:00,SW-1,WC-2,Small Straight,436.4,3.3,5.4,1.0,63,957.62
SHP-100625,2024-01-12 00:00:00,SE-3,MW-1,Small Straight,4399.7,22.4,19.0,8.0,127,1581.81
SHP-125626,2025-04-10 00:00:00,WC-3,NE-1,Sprinter Van,441.0,3.9,14.0,8.0,95,782.92
SHP-124812,2025-03-27 00:00:00,MW-1,SE-1,Cargo Van,685.2,7.3,6.6,2.0,348,599.37
SHP-109788,2024-06-25 00:00:00,MW-2,NE-2,Small Straight,1443.3,13.3,45.7,7.0,154,685.68
SHP-121269,2025-01-20 00:00:00,MW-2,NE-2,Small Straight,601.7,6.4,7.8,2.0,154,712.49
SHP-125456,2025-04-07 00:00:00,SC-1,WC-1,Sprinter Van,185.9,1.7,32.4,8.0,193,376.22
SHP-109745,2024-06-24 00:00:00,WC-1,SE-1,Small Straight,680.5,5.8,3.6,1.0,175,1965.78
SHP-104627,2024-03-24 00:00:00,MW-2,NE-3,Large Straight,383.3,4.7,6.6,1.0,87,838.04
SHP-123250,2025-02-26 00:00:00,CN-1,NE-2,Small Straight,1909.2,20.8,2.4,1.0,49,1437.65
SHP-111244,2024-07-22 00:00:00,NE-3,MW-1,Cargo Van,58.9,1.0,24.0,11.0,155,201.57
SHP-127850,2025-05-20 00:00:00,SW-2,MW-3,Sprinter Van,281.8,3.1,4.5,1.0,21,662.81
SHP-127584,2025-05-15 00:00:00,SE-2,MW-1,Sprinter Van,242.8,2.0,8.6,2.0,237,546.95
SHP-107357,2024-05-11 00:00:00,NW-1,SE-2,Sprinter Van,128.4,1.0,3.6,3.0,31,1377.24
SHP-123156,2025-02-24 00:00:00,MW-2,NE-1,Flatbed,3895.0,28.4,7.9,5.0,216,2501.49
SHP-121659,2025-01-27 00:00:00,WC-2,SE-1,Large Straight,906.9,8.9,6.0,3.0,109,1951.66
SHP-108268,2024-05-28 00:00:00,SW-1,SC-1,Cargo Van,615.5,3.5,2.5,1.0,145,427.49
SHP-107583,2024-05-15 00:00:00,NE-2,CN-1,Cargo Van,489.3,4.3,4.7,2.0,42,543.05
SHP-118614,2024-12-03 00:00:00,WC-3,NE-2,Small Straight,1698.1,10.2,16.6,6.0,60,1918.12
SHP-116823,2024-11-01 00:00:00,NE-2,MW-1,Sprinter Van,896.6,7.7,14.9,5.0,229,803.25
SHP-118430,2024-11-30 00:00:00,SC-2,NE-3,Large Straight,633.8,3.4,12.9,7.0,77,1651.19
SHP-330011,2024-10-22 00:00:00,SC-1,SC-1,Sprinter Van,255.7,0.6,2.2,1.0,3,113.96
SHP-400004,2024-07-01 00:00:00,MW-1,WC-1,Small Straight,2000.0,10.0,24.0,5.0,100,3000.0
SHP-104858,2024-03-28 00:00:00,SC-2,MW-1,Cargo Van,191.0,1.6,7.8,3.0,193,316.53
SHP-123587,2025-03-05 00:00:00,SC-2,NE-1,Sprinter Van,265.4,1.7,17.1,5.0,179,591.6
SHP-119712,2024-12-23 00:00:00,MW-1,NE-2,Cargo Van,567.2,4.2,4.5,2.0,271,865.79
SHP-420024,2024-06-25 00:00:00,MW-1,SE-1,Small Straight,3587.0,6.8,21.0,1.0,189,1250.0
SHP-124354,2025-03-18 00:00:00,NE-3,NE-1,Sprinter Van,160.2,1.2,18.2,9.0,133,126.01
SHP-102643,2024-02-17 00:00:00,SW-2,NW-1,Small Straight,1208.6,6.2,23.4,3.0,20,1231.31
SHP-116883,2024-11-02 00:00:00,SW-1,MW-1,Sprinter Van,423.5,3.5,25.5,12.0,191,543.23
SHP-102916,2024-02-22 00:00:00,WC-2,NE-3,Cargo Van,378.0,2.9,7.6,3.0,55,705.21
SHP-118540,2024-12-01 00:00:00,WC-3,SC-1,Cargo Van,364.9,3.4,22.5,7.0,83,622.79
SHP-104826,2024-03-27 00:00:00,WC-1,SW-1,Sprinter Van,773.0,5.1,12.7,3.0,98,477.21
SHP-119996,2024-12-28 00:00:00,NE-1,WC-3,Small Straight,1427.8,12.4,9.4,7.0,110,3043.05
SHP-200129,2024-12-11 00:00:00,SC-2,NE-2,Cargo Van,531.2,3.2,2.4,2.0,118,1036.08
SHP-126236,2025-04-21 00:00:00,NE-1,CN-2,Sprinter Van,995.0,5.4,3.2,3.0,71,760.23
SHP-105881,2024-04-15 00:00:00,SW-1,MW-1,Small Straight,522.2,4.9,24.8,8.0,191,492.52
SHP-110236,2024-07-03 00:00:00,WC-3,SC-1,Sprinter Van,908.3,5.3,2.3,1.0,83,1075.02
SHP-128399,2025-05-30 00:00:00,NE-2,SW-2,Small Straight,2470.3,18.7,7.8,1.0,53,2833.32
SHP-115696,2024-10-12 00:00:00,SC-1,SC-2,Sprinter Van,196.4,1.4,5.9,2.0,168,342.54
SHP-124001,2025-03-12 00:00:00,MW-1,SC-1,Small Straight,1214.6,9.4,17.7,8.0,372,563.04
SHP-114738,2024-09-24 00:00:00,SC-1,NE-3,Cargo Van,369.8,2.3,5.7,4.0,119,827.63
SHP-111854,2024-08-03 00:00:00,MW-2,SC-1,Cargo Van,1306.8,9.5,3.5,5.0,227,875.22
SHP-112970,2024-08-24 00:00:00,MW-2,CN-2,Large Straight,482.4,4.0,8.2,10.0,38,908.15
SHP-124761,2025-03-26 00:00:00,SE-3,NE-1,Small Straight,770.6,8.5,4.1,2.0,99,818.53
SHP-123975,2025-03-12 00:00:00,SC-1,MW-1,Small Straight,1130.4,5.6,42.2,10.0,318,576.93
SHP-126629,2025-04-27 00:00:00,NE-1,MW-3,Sprinter Van,692.3,4.3,22.4,4.0,82,632.2
SHP-112259,2024-08-10 00:00:00,SC-1,MW-2,Small Straight,921.1,7.0,22.2,3.0,181,765.68
SHP-108701,2024-06-05 00:00:00,SC-1,SE-2,Sprinter Van,610.7,6.0,4.8,2.0,177,639.62
SHP-119703,2024-12-23 00:00:00,SW-1,NE-1,Sprinter Van,356.6,2.4,21.0,3.0,130,849.59
SHP-122625,2025-02-14 00:00:00,MW-2,NE-2,Cargo Van,1017.4,7.1,41.7,7.0,154,409.38
SHP-106833,2024-05-02 00:00:00,SC-2,MW-3,Sprinter Van,408.7,3.2,23.2,4.0,43,385.65
SHP-115824,2024-10-14 00:00:00,NE-1,NE-2,Sprinter Van,982.0,9.0,3.7,3.0,196,451.1
SHP-126251,2025-04-21 00:00:00,WC-1,CN-1,Sprinter Van,763.1,8.3,11.7,9.0,46,794.32
SHP-109184,2024-06-15 00:00:00,WC-1,WC-1,Cargo Van,1507.3,10.8,15.1,3.0,4,302.03
SHP-119194,2024-12-13 00:00:00,WC-1,SE-3,Cargo Van,164.7,1.3,3.7,3.0,55,1115.16
SHP-127564,2025-05-15 00:00:00,MW-1,SE-1,Cargo Van,249.7,2.6,12.4,4.0,348,380.43
SHP-127101,2025-05-06 00:00:00,SE-1,SC-1,Sprinter Van,918.9,5.9,13.3,7.0,220,411.61
SHP-109824,2024-06-26 00:00:00,MW-2,SC-1,Cargo Van,218.6,1.1,4.6,3.0,227,394.36
SHP-128131,2025-05-25 00:00:00,SE-3,SE-1,Small Straight,904.8,7.7,37.8,12.0,87,270.59
SHP-104906,2024-03-29 00:00:00,CN-1,SC-1,Sprinter Van,1406.5,15.3,6.9,3.0,58,1775.39
SHP-116705,2024-10-30 00:00:00,NE-1,SW-2,Small Straight,1776.7,15.0,20.1,4.0,81,2115.78
SHP-122540,2025-02-12 00:00:00,SC-1,WC-1,Large Straight,1584.9,12.3,19.4,8.0,193,1620.01
SHP-125853,2025-04-14 00:00:00,WC-3,MW-1,Cargo Van,1026.2,6.1,6.8,2.0,121,767.09
SHP-105421,2024-04-07 00:00:00,SE-2,SC-2,Sprinter Van,755.2,6.8,8.7,5.0,104,625.38
SHP-116842,2024-11-01 00:00:00,SC-1,SE-1,Small Straight,1146.0,7.2,18.6,3.0,207,838.1
SHP-103415,2024-03-02 00:00:00,MW-3,MW-2,Sprinter Van,823.2,5.1,37.4,7.0,66,273.8
SHP-122741,2025-02-16 00:00:00,NE-2,SE-3,Large Straight,1858.7,15.5,25.6,10.0,59,1341.19
SHP-123161,2025-02-25 00:00:00,SE-2,MW-1,Large Straight,2542.6,24.4,13.1,3.0,237,1579.11
SHP-119284,2024-12-15 00:00:00,WC-1,NE-1,Large Straight,361.0,3.8,16.4,9.0,198,1522.68
SHP-119422,2024-12-18 00:00:00,SC-1,NE-2,Sprinter Van,143.2,1.5,33.9,11.0,212,465.05
SHP-127679,2025-05-17 00:00:00,MW-1,SE-3,Sprinter Van,625.2,4.4,2.7,3.0,144,833.88
SHP-119036,2024-12-10 00:00:00,WC-1,SE-1,Sprinter Van,394.5,3.4,40.2,11.0,175,740.67
SHP-109144,2024-06-14 00:00:00,WC-2,SC-1,Small Straight,1063.4,7.0,5.6,1.0,117,1650.54
SHP-126692,2025-04-28 00:00:00,SC-1,NE-3,Cargo Van,541.1,2.7,22.8,3.0,119,538.31
SHP-129427,2025-06-18 00:00:00,MW-1,SC-2,Large Straight,2096.1,12.8,35.2,10.0,225,1065.97
SHP-100521,2024-01-10 00:00:00,MW-1,MW-2,Small Straight,4472.8,21.5,9.3,6.0,321,836.44
SHP-112491,2024-08-15 00:00:00,SE-1,SW-1,Flatbed,1489.2,14.3,14.4,4.0,122,1914.59
SHP-102011,2024-02-05 00:00:00,NE-1,SE-1,Small Straight,3058.9,18.6,7.1,1.0,262,1994.06
SHP-125814,2025-04-13 00:00:00,SC-1,SE-2,Small Straight,2876.8,26.2,20.6,5.0,177,1030.9
SHP-123942,2025-03-11 00:00:00,SE-3,NE-1,Large Straight,1809.9,14.0,6.1,1.0,99,1448.22
SHP-120649,2025-01-09 00:00:00,WC-1,MW-2,Small Straight,1032.0,7.7,21.5,8.0,167,800.41
SHP-107329,2024-05-11 00:00:00,MW-3,NE-3,Cargo Van,722.7,6.3,16.4,4.0,39,523.71
SHP-125435,2025-04-07 00:00:00,SE-1,CN-2,Small Straight,1195.9,7.8,14.0,4.0,37,909.93
SHP-110204,2024-07-03 00:00:00,NE-2,WC-1,Cargo Van,1036.4,7.5,22.1,6.0,112,209.21017269147808
SHP-128652,2025-06-04 00:00:00,SW-1,NE-1,Sprinter Van,1335.5,11.4,22.8,5.0,130,1103.14
SHP-102472,2024-02-14 00:00:00,SC-2,MW-2,Sprinter Van,471.7,3.7,34.2,8.0,109,279.34
SHP-105112,2024-04-01 00:00:00,SW-1,SE-1,Large Straight,716.0,5.7,9.5,5.0,121,1222.53
SHP-111984,2024-08-05 00:00:00,MW-1,SW-1,Large Straight,927.8,6.2,48.1,5.0,199,887.75
SHP-104318,2024-03-19 00:00:00,MW-1,WC-1,Sprinter Van,177.0,2.3,24.4,11.0,247,355.92
SHP-105273,2024-04-04 00:00:00,WC-3,SC-2,Reefer,859.6,7.0,17.8,5.0,44,1692.55
SHP-107845,2024-05-20 00:00:00,SW-1,SC-1,Cargo Van,224.4,1.4,3.2,1.0,145,252.05
SHP-110543,2024-07-09 00:00:00,WC-3,WC-1,Large Straight,2619.9,19.9,3.8,1.0,71,1100.36
SHP-103525,2024-03-04 00:00:00,NE-2,MW-2,Sprinter Van,316.4,2.5,32.2,12.0,159,313.26
SHP-114583,2024-09-21 00:00:00,MW-1,SE-1,Small Straight,890.9,8.4,2.7,3.0,348,1384.23
SHP-110837,2024-07-14 00:00:00,SC-2,SE-2,Sprinter Van,626.6,3.7,25.6,8.0,115,355.68
SHP-107323,2024-05-11 00:00:00,WC-1,SE-3,Large Straight,948.3,6.1,11.8,7.0,55,2265.04
SHP-118155,2024-11-24 00:00:00,MW-1,SW-1,Cargo Van,392.7,2.2,12.0,5.0,199,662.71
SHP-119831,2024-12-25 00:00:00,SE-1,NE-2,Cargo Van,441.7,2.6,7.4,3.0,167,525.2
SHP-114426,2024-09-18 00:00:00,WC-1,WC-3,Cargo Van,428.3,2.6,15.7,6.0,67,141.91
SHP-420019,2024-04-15 00:00:00,MW-1,SE-1,Small Straight,2042.7,20.8,13.1,4.0,189,1250.0
SHP-121286,2025-01-20 00:00:00,WC-2,SE-2,Sprinter Van,55.5,1.0,6.2,2.0,82,596.05
SHP-107459,2024-05-13 00:00:00,SE-1,NE-2,Large Straight,702.5,8.5,9.9,5.0,167,888.39
SHP-128994,2025-06-10 00:00:00,WC-1,SW-1,Cargo Van,541.6,3.7,11.4,6.0,98,419.96
SHP-110462,2024-07-08 00:00:00,CN-1,SC-2,Flatbed,1383.5,15.0,17.3,1.0,41,2072.25
SHP-116198,2024-10-21 00:00:00,SW-1,WC-3,Flatbed,1146.9,9.0,20.3,3.0,40,1187.89
SHP-106079,2024-04-18 00:00:00,SE-3,MW-1,Small Straight,1148.6,8.2,8.0,3.0,127,1152.33
SHP-122820,2025-02-18 00:00:00,NE-2,SE-1,Reefer,1682.9,16.7,7.3,2.0,161,2221.2
SHP-300035,2024-06-15 00:00:00,SE-1,WC-1,Small Straight,4518.0,21.6,21.7,7.0,191,0.1
SHP-112829,2024-08-21 00:00:00,NE-2,SC-2,Sprinter Van,431.5,3.3,14.2,4.0,126,714.38
SHP-113207,2024-08-28 00:00:00,SC-1,SE-1,Sprinter Van,230.3,1.8,2.7,3.0,207,381.86
SHP-117417,2024-11-11 00:00:00,MW-1,CN-1,Small Straight,1473.1,12.6,15.3,3.0,88,982.87
SHP-117564,2024-11-14 00:00:00,WC-2,CN-1,Sprinter Van,160.7,1.5,17.3,6.0,28,423.04
SHP-115289,2024-10-05 00:00:00,CN-2,NE-2,Small Straight,1173.0,8.4,16.2,5.0,33,900.87
SHP-100284,2024-01-06 00:00:00,MW-3,NE-2,Small Straight,507.2,3.5,11.7,9.0,43,671.69
SHP-126551,2025-04-26 00:00:00,MW-1,NE-2,Cargo Van,360.0,3.1,42.1,10.0,271,272.18
SHP-114656,2024-09-23 00:00:00,WC-1,WC-3,Sprinter Van,471.6,4.9,23.9,5.0,67,188.17
SHP-122881,2025-02-19 00:00:00,WC-1,SE-1,Flatbed,1074.3,8.9,3.9,2.0,175,2647.39
SHP-119042,2024-12-11 00:00:00,NE-3,MW-1,Cargo Van,389.5,3.0,12.5,4.0,155,512.89
SHP-126497,2025-04-25 00:00:00,NE-2,MW-3,Small Straight,1000.8,9.7,22.0,3.0,56,811.01
SHP-119099,2024-12-11 00:00:00,SW-2,NE-2,Sprinter Van,677.4,4.9,16.4,10.0,45,884.69
SHP-126718,2025-04-29 00:00:00,MW-1,WC-3,Small Straight,816.9,6.9,14.0,7.0,121,1106.14
SHP-101494,2024-01-27 00:00:00,SW-1,NE-2,Cargo Van,1404.3,8.8,3.7,2.0,100,1738.04
SHP-103217,2024-02-27 00:00:00,NE-1,WC-1,Sprinter Van,331.8,2.7,40.7,4.0,225,649.14
SHP-113553,2024-09-03 00:00:00,SE-1,MW-1,Sprinter Van,529.5,3.7,22.0,4.0,293,497.2
SHP-116389,2024-10-24 00:00:00,NE-1,WC-1,Sprinter Van,312.9,2.5,7.3,2.0,225,1176.4
SHP-112253,2024-08-10 00:00:00,MW-2,MW-1,Large Straight,2406.3,11.0,8.5,5.0,274,1117.58
SHP-121283,2025-01-20 00:00:00,SC-1,MW-2,Cargo Van,256.5,2.0,19.0,5.0,181,204.56
SHP-125468,2025-04-07 00:00:00,WC-2,SW-1,Reefer,1687.9,17.3,7.0,2.0,42,2440.76
SHP-109632,2024-06-23 00:00:00,NE-2,CN-1,Cargo Van,241.9,2.4,4.1,3.0,42,486.96
SHP-113595,2024-09-04 00:00:00,MW-1,SC-1,Large Straight,890.0,8.3,3.5,3.0,372,1157.03
SHP-119098,2024-12-11 00:00:00,NE-2,SC-1,Small Straight,1743.1,18.2,19.0,5.0,173,1589.77
SHP-128095,2025-05-24 00:00:00,MW-2,NE-1,Large Straight,3213.6,21.6,21.4,5.0,216,2157.04
SHP-114754,2024-09-24 00:00:00,MW-1,SE-2,Small Straight,1703.8,14.6,26.8,5.0,231,898.89
SHP-119449,2024-12-18 00:00:00,SE-1,SC-1,Cargo Van,1064.6,8.6,7.6,3.0,220,597.64
SHP-105497,2024-04-08 00:00:00,SC-2,MW-1,Small Straight,421.7,2.8,5.5,1.0,193,821.63
SHP-100281,2024-01-06 00:00:00,SE-2,SC-2,Large Straight,1170.7,9.1,22.6,7.0,104,610.1
SHP-127197,2025-05-07 00:00:00,NE-2,CN-2,Small Straight,1483.9,9.7,3.2,4.0,32,1215.05
SHP-121614,2025-01-27 00:00:00,WC-3,SE-1,Cargo Van,655.4,5.8,11.0,4.0,91,894.05
SHP-103049,2024-02-24 00:00:00,SE-1,SE-2,Small Straight,2458.9,20.2,12.5,6.0,171,471.63
SHP-118139,2024-11-24 00:00:00,SC-2,NE-1,Large Straight,455.1,9.7,21.3,5.0,179,2094.75
SHP-118065,2024-11-23 00:00:00,WC-2,NW-1,Small Straight,996.8,9.1,47.1,9.0,23,622.89
