shipment_id,shipment_date,origin_region,destination_region,equipment_type,weight_lbs,cubic_feet,lead_time_hours,num_carrier_bids,lane_volume,winning_bid_price
SHP-108580,2024-06-03 00:00:00,SE-1,NE-1,Sprinter Van,1111.95,3.8,27.8,6.0,278,352.41
SHP-118549,2024-12-02 00:00:00,NE-1,SC-1,Small Straight,901.0,10.4,43.7,5.0,274,1012.95
SHP-125075,2025-04-01 00:00:00,SE-3,SC-1,Sprinter Van,1226.5,9.9,17.5,5.0,79,598.09
SHP-126360,2025-04-23 00:00:00,MW-1,SE-3,Large Straight,2491.2,15.5,8.0,2.0,144,1967.95
SHP-103656,2024-03-07 00:00:00,SE-3,NE-2,Cargo Van,282.8,2.3,12.8,5.0,49,300.59
SHP-129526,2025-06-20 00:00:00,CN-1,SE-3,Small Straight,934.3,5.5,17.0,7.0,19,1215.34
SHP-109528,2024-06-21 00:00:00,CN-2,SE-1,Reefer,2414.9,12.1,6.0,4.0,40,5287.02
SHP-110932,2024-07-16 00:00:00,SE-1,MW-2,Tractor Trailer,6200.6,74.2,4.3,5.0,176,6744.23
SHP-107494,2024-05-14 00:00:00,SC-1,MW-1,Sprinter Van,289.6,2.6,9.6,7.0,318,390.6
SHP-126474,2025-04-25 00:00:00,WC-2,SC-1,Small Straight,839.9,3.2,65.6,5.0,117,960.48
SHP-128732,2025-06-05 00:00:00,NE-2,SE-2,Small Straight,2096.3,14.6,13.7,5.0,102,1370.24
SHP-107688,2024-05-17 00:00:00,SE-2,MW-1,Large Straight,1318.3,13.5,15.3,5.0,237,1273.84
SHP-103789,2024-03-09 00:00:00,CN-1,WC-1,Cargo Van,356.3,3.0,66.4,5.0,46,310.1
SHP-119427,2024-12-18 00:00:00,MW-1,WC-3,Sprinter Van,371.5,2.6,5.4,3.0,121,1489.12
SHP-330016,2024-07-10 00:00:00,SE-1,SE-1,Cargo Van,234.4,2.2,2.3,1.0,3,104.37
SHP-120242,2025-01-02 00:00:00,SC-2,NE-2,Sprinter Van,217.6,2.2,6.1,4.0,118,549.4
SHP-125460,2025-04-07 00:00:00,WC-2,MW-1,Small Straight,2102.3,15.6,4.7,2.0,149,1800.27
SHP-122576,2025-02-13 00:00:00,SE-2,MW-1,Reefer,881.2,5.2,2.5,1.0,237,2359.52
SHP-118331,2024-11-28 00:00:00,MW-2,SW-1,Large Straight,939.4,7.7,13.3,3.0,117,1083.24
SHP-126926,2025-05-03 00:00:00,MW-1,NE-1,Sprinter Van,780.4,5.8,30.8,9.0,420,518.95
SHP-102021,2024-02-05 00:00:00,MW-2,SE-3,Large Straight,2274.0,12.8,4.0,1.0,79,2101.23
SHP-108423,2024-05-31 00:00:00,NE-1,SE-2,Sprinter Van,875.8,8.9,60.6,4.0,197,395.86
SHP-112595,2024-08-17 00:00:00,NE-1,NE-2,Flatbed,1574.8,13.9,4.0,4.0,196,1392.59
SHP-115277,2024-10-04 00:00:00,SW-2,WC-1,Large Straight,1944.7,22.1,40.3,10.0,44,1274.82
SHP-117215,2024-11-08 00:00:00,MW-1,NE-1,Small Straight,4701.4,34.1,22.5,5.0,420,2438.5
SHP-124535,2025-03-22 00:00:00,SE-1,MW-1,Reefer,3902.6,14.1,7.0,2.0,293,5827.42
SHP-127814,2025-05-19 00:00:00,MW-1,SC-2,Flatbed,1351.9,8.8,49.3,4.0,225,926.73
SHP-106391,2024-04-24 00:00:00,MW-1,WC-1,Cargo Van,706.1,7.9,21.2,5.0,247,638.56
SHP-104222,2024-03-17 00:00:00,SC-2,MW-2,Tractor Trailer,5839.1,54.0,17.7,4.0,109,4471.05
SHP-118690,2024-12-04 00:00:00,MW-2,SW-1,Large Straight,717.3,7.2,48.6,6.0,117,940.29
SHP-128694,2025-06-05 00:00:00,MW-2,SE-1,Large Straight,1237.0,11.9,67.4,17.0,173,849.22
SHP-106657,2024-04-28 00:00:00,SE-2,MW-1,Tractor Trailer,1111.95,22.0,3.2,1.0,237,5188.28
SHP-102351,2024-02-12 00:00:00,SC-2,MW-1,Large Straight,1111.95,18.9,26.7,6.0,193,810.29
SHP-111134,2024-07-20 00:00:00,MW-2,SE-3,Large Straight,1419.3,12.7,6.9,1.0,79,2216.4
SHP-110444,2024-07-07 00:00:00,SE-1,SC-1,Small Straight,7450.0,59.1,60.6,11.0,220,1727.51
SHP-111252,2024-07-22 00:00:00,SC-2,SE-3,Reefer,3187.5,32.4,22.4,10.0,62,2275.49
SHP-111797,2024-08-02 00:00:00,MW-1,WC-1,Sprinter Van,1062.9,9.1,6.3,1.0,247,1452.39
SHP-122658,2025-02-14 00:00:00,NE-2,WC-3,Flatbed,2299.0,17.5,15.5,2.0,69,2956.08
SHP-128279,2025-05-28 00:00:00,SW-2,MW-1,Cargo Van,659.6,6.4,56.1,8.0,100,439.0
SHP-124119,2025-03-14 00:00:00,SW-1,SE-1,Cargo Van,1321.3,12.6,22.2,5.0,121,701.54
SHP-121875,2025-01-31 00:00:00,NE-1,SW-2,Small Straight,1262.9,9.6,8.1,6.0,81,1629.02
SHP-120430,2025-01-05 00:00:00,SC-2,MW-1,Large Straight,3180.5,29.4,7.0,4.0,193,1892.29
SHP-103802,2024-03-09 00:00:00,SC-1,MW-1,Sprinter Van,589.2,5.9,17.5,12.0,318,399.1
SHP-117374,2024-11-10 00:00:00,SE-1,SC-1,Small Straight,3389.5,27.2,11.8,8.0,220,2078.63
SHP-129490,2025-06-20 00:00:00,SC-1,NE-3,Cargo Van,1008.1,5.1,7.5,3.0,119,943.25
SHP-115944,2024-10-16 00:00:00,SE-1,CN-1,Tractor Trailer,12799.3,99.0,60.7,3.0,61,10936.61
SHP-400029,2024-07-01 00:00:00,MW-1,WC-1,Small Straight,3000.0,10.0,24.0,5.0,100,5000.0
SHP-120077,2024-12-29 00:00:00,MW-1,CN-2,Tractor Trailer,4520.5,28.0,7.2,5.0,74,4435.38
SHP-120302,2025-01-03 00:00:00,SW-2,SC-2,Cargo Van,330.1,1.0,6.2,2.0,47,302.46
SHP-102551,2024-02-15 00:00:00,NE-2,SE-3,Sprinter Van,439.3,4.4,5.9,1.0,59,702.82
SHP-116543,2024-10-27 00:00:00,MW-2,SW-1,Small Straight,2632.1,15.6,23.9,2.0,117,1996.95
SHP-123379,2025-02-28 00:00:00,NE-1,SW-1,Cargo Van,403.5,4.5,14.6,7.0,166,590.69
SHP-400024,2024-07-01 00:00:00,NE-1,WC-1,Small Straight,10000.0,30.0,24.0,1.0,100,3000.0
SHP-121436,2025-01-23 00:00:00,MW-2,WC-1,Flatbed,1414.7,14.6,18.5,7.0,157,1822.7
SHP-100643,2024-01-12 00:00:00,SE-2,MW-2,Tractor Trailer,5952.8,48.6,7.5,2.0,115,4772.41
SHP-106005,2024-04-17 00:00:00,CN-1,SC-2,Sprinter Van,1111.95,2.6,9.5,5.0,41,625.77
SHP-117967,2024-11-21 00:00:00,MW-1,SC-2,Small Straight,1600.6,17.3,13.7,4.0,225,1355.06
SHP-109727,2024-06-24 00:00:00,SE-1,MW-1,Small Straight,1109.0,10.0,34.0,11.0,293,734.2
SHP-119847,2024-12-25 00:00:00,NE-1,MW-1,Tractor Trailer,2639.3,13.6,7.1,1.0,399,3375.69
SHP-115722,2024-10-12 00:00:00,WC-3,NE-2,Large Straight,1057.0,8.1,54.0,6.0,60,2021.72
SHP-123199,2025-02-25 00:00:00,NE-1,WC-1,Flatbed,8614.8,8.8,5.1,2.0,225,12465.45
SHP-122876,2025-02-19 00:00:00,NE-1,NE-2,Sprinter Van,595.8,5.7,54.9,8.0,196,191.46
SHP-107162,2024-05-08 00:00:00,SW-1,SC-2,Sprinter Van,403.5,3.4,7.3,1.0,106,465.09
SHP-117372,2024-11-10 00:00:00,NE-1,NE-1,Cargo Van,224.7,1.5,11.8,5.0,8,258.32
SHP-104650,2024-03-24 00:00:00,NE-1,MW-2,Sprinter Van,209.8,1.3,28.9,6.0,202,374.17
SHP-120837,2025-01-12 00:00:00,SE-3,SE-1,Sprinter Van,187.3,1.2,12.4,4.0,87,143.66
SHP-124117,2025-03-14 00:00:00,MW-2,NE-1,Tractor Trailer,10686.1,83.8,6.1,1.0,216,8390.51
SHP-103808,2024-03-09 00:00:00,NE-1,SC-2,Small Straight,2032.8,13.9,18.5,7.0,189,1197.3
SHP-128679,2025-06-04 00:00:00,NE-3,SC-1,Sprinter Van,160.8,3.9,7.8,1.0,111,808.23
SHP-104293,2024-03-18 00:00:00,SC-2,NE-1,Flatbed,2887.0,16.5,6.3,2.0,179,4793.36
SHP-109698,2024-06-24 00:00:00,MW-2,MW-1,Sprinter Van,269.7,1.5,5.8,1.0,274,308.23
SHP-110549,2024-07-10 00:00:00,NE-2,NE-3,Small Straight,744.0,2.0,9.7,4.0,75,347.75
SHP-200046,2024-06-22 00:00:00,SE-1,MW-1,Sprinter Van,1111.95,1.7,5.8,5.0,293,699.78
SHP-121211,2025-01-19 00:00:00,MW-3,SW-1,Tractor Trailer,2122.7,22.2,5.1,2.0,46,3677.77
SHP-103973,2024-03-12 00:00:00,WC-1,NE-2,Sprinter Van,379.1,2.9,45.8,4.0,131,640.09
SHP-116448,2024-10-25 00:00:00,SC-2,WC-1,Flatbed,16879.7,93.9,16.1,4.0,120,11612.43
SHP-113076,2024-08-26 00:00:00,SC-1,CN-2,Small Straight,1041.5,7.6,3.2,1.0,39,460.0869453118235
SHP-101178,2024-01-22 00:00:00,WC-2,SC-2,Small Straight,2439.7,7.6,6.5,2.0,65,1734.81
SHP-106531,2024-04-26 00:00:00,SC-2,SE-2,Tractor Trailer,7385.7,72.7,20.8,6.0,115,3172.68
SHP-107056,2024-05-06 00:00:00,SC-1,SC-2,Tractor Trailer,6950.4,75.5,35.5,9.0,168,1710.9
SHP-122421,2025-02-10 00:00:00,SC-2,SC-1,Small Straight,1100.6,8.0,19.4,6.0,138,309.12
SHP-112210,2024-08-10 00:00:00,SW-1,WC-1,Cargo Van,495.4,4.2,12.9,6.0,109,375.8
SHP-129918,2025-06-28 00:00:00,MW-3,MW-1,Cargo Van,78.8,1.0,67.3,12.0,70,116.69
SHP-410035,2024-10-15 08:00:00,SE-1,WC-1,Sprinter Van,4268.5,24.6,14.8,1.0,210,744.19
SHP-104225,2024-03-17 00:00:00,WC-2,NE-3,Cargo Van,109.0,1.2,2.1,2.0,55,786.28
SHP-102090,2024-02-07 00:00:00,WC-3,NE-1,Small Straight,1111.95,2.5,23.1,4.0,95,999.11
SHP-113664,2024-09-05 00:00:00,MW-1,MW-2,Cargo Van,493.5,5.1,2.9,4.0,321,322.66
SHP-128637,2025-06-04 00:00:00,MW-1,SC-2,Small Straight,750.5,3.7,4.5,4.0,225,688.38
SHP-102714,2024-02-18 00:00:00,NE-1,SE-2,Large Straight,1732.5,15.0,45.3,11.0,197,802.64
SHP-118772,2024-12-05 00:00:00,WC-2,SE-2,Cargo Van,487.6,3.7,2.5,3.0,82,1650.8
SHP-103097,2024-02-25 00:00:00,NE-2,MW-3,Sprinter Van,1213.5,8.5,68.6,5.0,56,685.44
SHP-115346,2024-10-06 00:00:00,MW-1,CN-2,Sprinter Van,246.0,2.4,12.4,2.0,74,407.49
SHP-124859,2025-03-28 00:00:00,SW-1,MW-1,Tractor Trailer,9445.6,71.3,7.5,1.0,191,10178.3
SHP-114889,2024-09-27 00:00:00,SC-2,NE-1,Cargo Van,494.0,3.7,8.0,4.0,179,679.54
SHP-118539,2024-12-01 00:00:00,WC-2,MW-1,Large Straight,954.4,6.8,2.1,2.0,149,3259.89
SHP-121694,2025-01-28 00:00:00,NE-3,MW-1,Large Straight,1066.3,10.1,30.2,10.0,155,606.61
SHP-114805,2024-09-25 00:00:00,MW-2,NE-1,Small Straight,2079.4,16.9,2.3,2.0,216,2024.99
SHP-116829,2024-11-01 00:00:00,MW-2,MW-1,Tractor Trailer,2284.7,24.5,16.0,5.0,274,1191.39
SHP-126920,2025-05-03 00:00:00,SC-1,SW-1,Sprinter Van,272.6,8.8,3.1,1.0,152,376.84
SHP-104419,2024-03-20 00:00:00,NE-3,SW-1,Large Straight,4317.0,43.6,20.9,3.0,56,3750.18
SHP-129679,2025-06-23 00:00:00,MW-2,MW-1,Small Straight,2606.3,20.8,23.1,3.0,274,462.16
SHP-121052,2025-01-16 00:00:00,MW-2,SC-2,Reefer,3774.9,32.7,17.2,4.0,139,2410.75
SHP-110861,2024-07-15 00:00:00,SE-3,SC-1,Small Straight,1097.8,8.4,8.0,7.0,79,742.85
SHP-127103,2025-05-06 00:00:00,SC-2,NE-2,Cargo Van,340.5,2.6,46.7,6.0,118,396.71
SHP-128758,2025-06-06 00:00:00,MW-1,SE-3,Cargo Van,201.9,2.4,14.5,4.0,144,466.0
SHP-104888,2024-03-28 00:00:00,NE-1,MW-2,Large Straight,771.4,7.6,11.5,4.0,202,1110.38
SHP-125164,2025-04-02 00:00:00,WC-1,MW-1,Tractor Trailer,2646.1,19.7,21.0,7.0,250,2494.23
SHP-107527,2024-05-14 00:00:00,MW-2,NE-1,Cargo Van,311.8,3.1,18.9,6.0,216,263.82
SHP-110996,2024-07-17 00:00:00,SC-2,SE-3,Flatbed,3922.5,44.8,3.9,4.0,62,2728.94
SHP-106890,2024-05-03 00:00:00,MW-1,MW-3,Small Straight,570.8,3.9,48.9,5.0,84,215.67
SHP-112657,2024-08-18 00:00:00,NE-1,SE-1,Large Straight,2267.2,16.6,20.4,4.0,262,1603.5
SHP-104745,2024-03-26 00:00:00,NE-1,MW-2,Small Straight,1513.3,13.3,4.1,5.0,202,1831.88
SHP-103813,2024-03-09 00:00:00,SW-1,SC-1,Flatbed,2711.8,5.1,18.0,2.0,145,1972.76
SHP-117711,2024-11-17 00:00:00,WC-2,MW-1,Large Straight,4150.9,21.0,21.3,9.0,149,4271.18
SHP-122280,2025-02-08 00:00:00,MW-2,SW-2,Sprinter Van,486.8,2.5,13.3,5.0,60,633.98
SHP-129926,2025-06-28 00:00:00,SE-1,SE-2,Tractor Trailer,8732.9,85.0,8.8,6.0,171,2918.01
SHP-109725,2024-06-24 00:00:00,CN-1,SW-1,Small Straight,1132.4,12.4,15.4,3.0,37,1884.52
SHP-116875,2024-11-02 00:00:00,SW-1,NE-2,Tractor Trailer,5365.5,57.3,60.9,7.0,100,6210.33
SHP-120661,2025-01-09 00:00:00,MW-2,CN-2,Sprinter Van,215.6,8.8,38.7,7.0,38,193.97
SHP-122144,2025-02-06 00:00:00,CN-1,SE-2,Sprinter Van,1188.7,16.3,23.5,10.0,40,2598.974232328469
SHP-113902,2024-09-09 00:00:00,SW-1,SW-2,Large Straight,1223.1,6.0,9.5,7.0,36,631.43
SHP-105944,2024-04-16 00:00:00,CN-1,WC-1,Tractor Trailer,12006.5,148.1,9.7,2.0,46,11254.84
SHP-107367,2024-05-12 00:00:00,MW-3,SC-1,Reefer,2054.7,12.4,24.8,8.0,70,1920.82
SHP-117010,2024-11-04 00:00:00,SC-2,WC-3,Small Straight,681.2,6.0,8.3,6.0,66,1057.13
SHP-124166,2025-03-15 00:00:00,SC-2,WC-3,Flatbed,4821.2,10.3,16.9,6.0,66,1670.9233684463136
SHP-110795,2024-07-14 00:00:00,SE-3,SC-2,Flatbed,4760.3,19.5,39.6,5.0,50,2446.18
SHP-129152,2025-06-13 00:00:00,MW-1,MW-2,Cargo Van,627.1,8.8,5.1,2.0,321,359.6
SHP-110198,2024-07-03 00:00:00,NE-3,NW-1,Small Straight,1886.0,17.2,13.7,3.0,22,2502.99
SHP-105066,2024-03-31 00:00:00,MW-1,NE-1,Small Straight,1272.9,6.3,4.6,1.0,420,1543.18
SHP-126890,2025-05-02 00:00:00,MW-1,SE-2,Cargo Van,226.2,2.0,3.4,3.0,231,543.09
SHP-101767,2024-02-01 00:00:00,MW-1,SC-1,Small Straight,2411.9,20.7,2.3,3.0,372,1542.69
SHP-122331,2025-02-09 00:00:00,NE-3,SC-1,Sprinter Van,985.8,11.8,8.1,5.0,111,1144.98
SHP-125331,2025-04-05 00:00:00,WC-2,MW-1,Reefer,1767.6,13.9,3.5,2.0,149,6155.65
SHP-110479,2024-07-08 00:00:00,SE-3,MW-1,Flatbed,6244.3,34.9,22.4,6.0,127,4317.63
SHP-109197,2024-06-15 00:00:00,CN-1,NE-1,Small Straight,1066.9,11.4,38.8,4.0,71,468.59
SHP-128277,2025-05-28 00:00:00,MW-2,SE-1,Sprinter Van,241.3,2.0,13.7,4.0,173,726.64
SHP-110455,2024-07-07 00:00:00,MW-1,WC-1,Sprinter Van,311.6,2.2,8.4,2.0,247,1027.95
SHP-124838,2025-03-27 00:00:00,MW-3,CN-2,Small Straight,1601.5,13.3,68.3,8.0,10,583.0
SHP-121245,2025-01-20 00:00:00,NW-1,SC-2,Small Straight,2250.7,17.3,7.5,3.0,27,1966.42
SHP-105805,2024-04-14 00:00:00,NE-1,SE-1,Large Straight,3183.7,23.0,2.5,3.0,262,3758.0
SHP-109826,2024-06-26 00:00:00,MW-1,SC-1,Sprinter Van,374.6,2.9,66.0,11.0,372,297.89
SHP-104023,2024-03-14 00:00:00,SC-1,WC-3,Sprinter Van,1111.95,1.5,41.1,5.0,108,380.14
SHP-107201,2024-05-08 00:00:00,NE-2,SW-1,Large Straight,378.4,2.7,42.8,5.0,86,1080.87
SHP-127285,2025-05-09 00:00:00,NW-1,NE-1,Flatbed,500.0,4.1,13.7,5.0,41,1905.42
SHP-106041,2024-04-18 00:00:00,NE-2,CN-1,Sprinter Van,1104.1,11.2,4.8,4.0,42,912.89
SHP-127829,2025-05-20 00:00:00,NE-3,SE-2,Small Straight,4137.1,24.8,13.7,1.0,66,2633.41
SHP-100486,2024-01-09 00:00:00,NE-1,MW-2,Sprinter Van,1185.8,10.5,19.3,4.0,202,643.48
SHP-106356,2024-04-24 00:00:00,MW-2,MW-1,Flatbed,4774.4,39.6,7.9,1.0,274,1768.43
SHP-123103,2025-02-23 00:00:00,NE-2,SC-1,Tractor Trailer,2111.5,28.3,10.2,2.0,173,6936.88
SHP-106874,2024-05-02 00:00:00,SC-1,SE-2,Tractor Trailer,4144.7,16.7,5.2,2.0,177,4107.28
SHP-106522,2024-04-26 00:00:00,WC-3,SW-1,Large Straight,948.4,5.8,13.3,3.0,44,206.39516211079905
SHP-129947,2025-06-29 00:00:00,NE-1,SE-2,Sprinter Van,650.2,4.3,3.2,1.0,197,1029.14
SHP-120443,2025-01-05 00:00:00,WC-1,SC-1,Sprinter Van,888.6,6.0,65.9,11.0,197,647.08
SHP-102971,2024-02-23 00:00:00,NE-3,SC-1,Small Straight,1560.0,14.2,4.4,1.0,111,1825.43
SHP-124422,2025-03-20 00:00:00,WC-2,SC-1,Flatbed,3205.2,17.2,47.2,7.0,117,2819.67
SHP-118371,2024-11-28 00:00:00,WC-1,NE-3,Flatbed,2963.6,37.3,2.5,1.0,81,6518.71
SHP-121017,2025-01-16 00:00:00,WC-1,NE-2,Cargo Van,220.4,1.9,61.0,7.0,131,444.09
SHP-102467,2024-02-14 00:00:00,NE-1,SE-2,Sprinter Van,220.5,2.3,20.9,1.0,197,308.6
SHP-124537,2025-03-22 00:00:00,SW-1,SC-1,Cargo Van,322.2,8.8,22.3,5.0,145,305.47
SHP-108550,2024-06-02 00:00:00,SC-2,MW-1,Sprinter Van,662.9,4.6,41.6,11.0,193,392.24
SHP-108321,2024-05-29 00:00:00,WC-1,SC-1,Flatbed,5412.8,52.5,3.3,3.0,197,6589.79
SHP-100565,2024-01-10 00:00:00,SW-1,SE-1,Large Straight,1357.0,11.2,68.0,10.0,121,927.9
SHP-117726,2024-11-17 00:00:00,NE-3,SE-1,Flatbed,3138.4,34.1,7.2,1.0,91,3305.66
SHP-126698,2025-04-28 00:00:00,NE-1,WC-1,Large Straight,677.9,5.5,18.9,1.0,225,1744.03
SHP-124148,2025-03-15 00:00:00,NE-2,CN-2,Large Straight,874.4,8.3,20.7,2.0,32,3048.6374419017698
SHP-112322,2024-08-12 00:00:00,NE-2,SE-2,Sprinter Van,182.8,1.6,17.4,3.0,102,345.67
SHP-107191,2024-05-08 00:00:00,MW-1,SE-3,Flatbed,2171.4,14.3,26.7,9.0,144,1578.59
SHP-103674,2024-03-07 00:00:00,SW-1,WC-2,Reefer,2516.8,18.7,20.9,8.0,63,1758.23
SHP-104349,2024-03-19 00:00:00,SW-1,CN-1,Small Straight,1638.3,4.6,6.0,2.0,36,2282.98
SHP-360016,2024-05-20 00:00:00,MW-1,WC-2,Cargo Van,0.001,-10.0,0.01,999.0,33,352.55
SHP-100168,2024-01-04 00:00:00,NE-1,SW-2,Small Straight,1071.6,7.4,4.4,2.0,81,1786.39
SHP-106143,2024-04-20 00:00:00,SC-1,SW-1,Large Straight,2853.2,23.0,16.3,6.0,152,1475.47
SHP-116884,2024-11-02 00:00:00,MW-2,NE-3,Flatbed,2217.2,18.2,5.2,3.0,87,3518.72
SHP-102570,2024-02-16 00:00:00,MW-1,WC-1,Tractor Trailer,3787.0,26.5,11.7,6.0,247,4929.97
SHP-200094,2024-09-03 00:00:00,SE-1,NE-1,Large Straight,1136.6,10.5,13.3,5.0,278,976.54
SHP-111777,2024-08-01 00:00:00,MW-2,WC-3,Tractor Trailer,5185.5,40.0,10.3,6.0,87,6085.54
SHP-114549,2024-09-21 00:00:00,SW-2,MW-1,Sprinter Van,1532.3,14.2,4.8,4.0,100,1420.12
SHP-109697,2024-06-24 00:00:00,WC-2,MW-1,Large Straight,643.2,3.9,35.4,3.0,149,405.9859976679222
SHP-112762,2024-08-20 00:00:00,MW-1,SC-2,Large Straight,3062.5,21.5,6.6,2.0,225,2063.97
SHP-117179,2024-11-07 00:00:00,SC-1,SE-1,Sprinter Van,641.5,5.7,2.5,2.0,207,686.99
SHP-127900,2025-05-21 00:00:00,MW-1,SE-2,Sprinter Van,387.9,8.8,11.5,6.0,231,534.23
SHP-116038,2024-10-18 00:00:00,MW-3,NE-1,Small Straight,2159.4,14.3,44.9,9.0,60,1100.97
SHP-300011,2024-06-15 00:00:00,SE-1,MW-2,Small Straight,2042.5,9.9,25.1,2.0,126,1.0
SHP-126536,2025-04-26 00:00:00,MW-1,SE-1,Large Straight,1870.1,13.4,15.7,4.0,348,1819.07
SHP-105835,2024-04-14 00:00:00,SW-1,SE-1,Large Straight,318.1,4.8,6.9,3.0,121,1673.36
SHP-121854,2025-01-31 00:00:00,WC-2,MW-1,Sprinter Van,977.2,8.9,6.7,1.0,149,994.08
SHP-116722,2024-10-30 00:00:00,SW-1,NE-2,Flatbed,1606.3,15.8,6.4,1.0,100,4446.37
SHP-124486,2025-03-21 00:00:00,SE-1,SC-1,Sprinter Van,311.4,2.2,13.7,4.0,220,282.96
SHP-128598,2025-06-03 00:00:00,SC-1,WC-3,Cargo Van,141.2,1.0,2.4,2.0,108,683.54
SHP-126770,2025-04-30 00:00:00,SE-2,NE-2,Small Straight,1207.0,10.4,3.5,2.0,109,1067.46
SHP-116337,2024-10-23 00:00:00,SE-3,SC-1,Small Straight,608.3,5.3,4.3,1.0,79,718.36
SHP-126623,2025-04-27 00:00:00,NE-1,MW-3,Cargo Van,992.9,6.9,4.8,1.0,82,886.19
SHP-102388,2024-02-12 00:00:00,WC-1,SW-1,Cargo Van,396.0,4.1,7.3,1.0,98,298.74
SHP-113605,2024-09-04 00:00:00,NE-2,NE-3,Cargo Van,712.1,4.5,4.7,4.0,75,403.61
SHP-105407,2024-04-06 00:00:00,MW-1,SC-2,Reefer,5276.3,29.8,38.5,4.0,225,2946.89
SHP-105679,2024-04-11 00:00:00,NE-3,MW-2,Small Straight,1054.9,10.4,53.7,10.0,90,644.58
SHP-108232,2024-05-27 00:00:00,WC-3,SE-3,Large Straight,908.1,9.0,13.7,4.0,20,1770.29
SHP-115246,2024-10-04 00:00:00,SC-1,SE-3,Tractor Trailer,1684.9,10.1,69.1,4.0,93,1168.89
SHP-102513,2024-02-14 00:00:00,MW-2,SC-1,Large Straight,1252.8,5.7,25.5,10.0,227,666.57
SHP-113456,2024-09-02 00:00:00,NE-1,MW-2,Small Straight,850.0,8.6,47.0,6.0,202,511.34
SHP-101443,2024-01-27 00:00:00,MW-1,CN-2,Cargo Van,581.9,4.2,2.4,3.0,74,489.07
SHP-104863,2024-03-28 00:00:00,SE-2,WC-2,Large Straight,2364.2,13.4,6.1,5.0,70,3451.09
SHP-102314,2024-02-11 00:00:00,CN-2,NE-1,Tractor Trailer,5869.3,42.4,70.9,14.0,47,665.3114873639545
SHP-104287,2024-03-18 00:00:00,MW-3,MW-1,Small Straight,2384.5,8.7,17.0,6.0,70,558.88
SHP-129229,2025-06-15 00:00:00,WC-3,SC-2,Large Straight,962.1,9.5,8.2,6.0,44,2134.94
SHP-115521,2024-10-09 00:00:00,CN-2,SC-1,Cargo Van,71.5,1.0,26.2,6.0,47,436.19
SHP-107897,2024-05-21 00:00:00,MW-1,SC-2,Tractor Trailer,3940.0,36.2,45.7,8.0,225,2066.7
SHP-101283,2024-01-24 00:00:00,NE-1,SC-2,Small Straight,4877.0,8.8,14.5,4.0,189,2141.45
SHP-118655,2024-12-03 00:00:00,SW-1,MW-1,Small Straight,6767.4,48.6,3.7,2.0,191,4289.61
SHP-108898,2024-06-09 00:00:00,NE-1,WC-2,Large Straight,1755.2,18.6,14.5,6.0,128,2957.7
SHP-123818,2025-03-09 00:00:00,WC-1,NE-2,Sprinter Van,490.4,3.0,22.0,2.0,131,1115.36
SHP-121743,2025-01-29 00:00:00,MW-2,SC-2,Large Straight,2525.5,19.5,5.3,2.0,139,2018.13
SHP-100265,2024-01-05 00:00:00,WC-2,SE-2,Cargo Van,292.9,2.9,59.0,3.0,82,493.77
SHP-104892,2024-03-29 00:00:00,SW-1,SE-1,Tractor Trailer,4640.6,41.3,23.8,2.0,121,4246.49
SHP-330006,2025-03-05 00:00:00,SE-1,SE-1,Sprinter Van,92.8,4.8,2.4,1.0,4,74.79
SHP-110206,2024-07-03 00:00:00,WC-3,MW-1,Reefer,3749.0,32.4,6.6,1.0,121,5923.75
SHP-116613,2024-10-28 00:00:00,NE-1,SE-1,Cargo Van,228.2,1.9,29.0,3.0,262,334.4
SHP-115229,2024-10-04 00:00:00,SC-2,MW-1,Sprinter Van,342.6,3.7,4.3,1.0,193,726.81
SHP-104778,2024-03-26 00:00:00,SE-1,NE-1,Cargo Van,112.9,1.1,8.4,4.0,278,290.7
SHP-118726,2024-12-05 00:00:00,NE-1,SE-2,Cargo Van,1111.95,13.6,65.8,9.0,197,627.94
SHP-200075,2024-03-10 00:00:00,WC-1,SE-2,Large Straight,1739.3,8.8,23.3,6.0,127,2232.82
SHP-114984,2024-09-28 00:00:00,WC-2,NE-2,Large Straight,5373.0,38.1,16.5,4.0,83,5542.2
SHP-106039,2024-04-18 00:00:00,SC-1,WC-3,Sprinter Van,354.5,8.0,20.9,6.0,108,654.59
SHP-119865,2024-12-26 00:00:00,WC-2,MW-1,Small Straight,1216.9,7.8,22.9,4.0,149,1213.66
SHP-110288,2024-07-04 00:00:00,SW-1,SC-1,Small Straight,1111.95,3.9,19.7,4.0,145,435.83
SHP-122657,2025-02-14 00:00:00,SE-2,SE-1,Sprinter Van,319.7,3.2,14.5,2.0,136,198.14
SHP-117391,2024-11-11 00:00:00,SC-1,SE-1,Sprinter Van,634.8,5.5,15.9,3.0,207,584.65
SHP-125422,2025-04-07 00:00:00,SC-2,SW-1,Sprinter Van,219.3,2.1,16.6,5.0,87,284.25
SHP-115776,2024-10-13 00:00:00,SC-2,NE-1,Cargo Van,654.2,6.8,7.3,3.0,179,1183.38
SHP-114868,2024-09-26 00:00:00,NE-2,SE-3,Large Straight,2365.6,16.6,52.8,9.0,59,957.94
SHP-105296,2024-04-04 00:00:00,MW-1,SC-2,Sprinter Van,535.2,5.6,31.5,9.0,225,346.55
